,quantity,dates,stock_id,symbol_id
545,15000,2023-08-17,3,333
546,73937,2023-08-17,3,229
547,25000,2023-08-17,3,216
548,40489,2023-08-17,3,215
549,59488,2023-08-17,3,296
550,22750,2023-08-17,3,227
551,17998,2023-08-17,3,264
552,15587,2023-08-17,3,337
553,20852,2023-08-17,3,217
554,39566,2023-08-17,3,347
555,10444,2023-08-17,3,232
556,1232,2023-08-17,3,211
557,1090,2023-08-17,3,225
558,22874,2023-08-17,3,230
559,23156,2023-08-17,3,219
560,24032,2023-08-17,39,339
561,3440,2023-08-17,39,340
562,33197,2023-08-17,39,218
563,44283,2023-08-17,39,304
564,48777,2023-08-17,39,224
565,53403,2023-08-17,39,229
566,23943,2023-08-17,39,294
567,54531,2023-08-17,39,228
568,5671,2023-08-17,39,312
569,45478,2023-08-17,39,313
570,23447,2023-08-17,39,213
571,55054,2023-08-17,39,214
572,29416,2023-08-17,39,227
573,60629,2023-08-17,39,264
574,64180,2023-08-17,39,337
575,36873,2023-08-17,39,217
576,17331,2023-08-17,39,347
577,8550,2023-08-17,39,346
578,7500,2023-08-17,39,225
579,13370,2023-08-17,39,219
580,20671,2023-08-17,291,339
581,4000,2023-08-17,291,340
582,2337,2023-08-17,291,218
583,25700,2023-08-17,291,304
584,22361,2023-08-17,291,224
585,32802,2023-08-17,291,220
586,31727,2023-08-17,291,229
587,26023,2023-08-17,291,312
588,17074,2023-08-17,291,226
589,15531,2023-08-17,291,223
590,13107,2023-08-17,291,213
591,52957,2023-08-17,291,215
592,45936,2023-08-17,291,296
593,32297,2023-08-17,291,336
594,24737,2023-08-17,291,233
595,26181,2023-08-17,291,221
596,42698,2023-08-17,291,214
597,10879,2023-08-17,291,227
598,5740,2023-08-17,291,222
599,46546,2023-08-17,291,337
600,45334,2023-08-17,291,217
601,11566,2023-08-17,291,347
602,30728,2023-08-17,291,232
603,22574,2023-08-17,291,211
604,52023,2023-08-17,291,225
605,21615,2023-08-17,291,230
606,8001,2023-08-17,291,219
607,8340,2023-08-17,291,212
608,4803,2023-08-17,135,339
609,2000,2023-08-17,135,340
610,18639,2023-08-17,135,226
611,10255,2023-08-17,135,223
612,18312,2023-08-17,135,213
613,8392,2023-08-17,135,227
614,43245,2023-08-17,135,337
615,10052,2023-08-17,135,217
616,1000,2023-08-17,135,346
617,20710,2023-08-17,135,232
618,17935,2023-08-17,135,211
619,15280,2023-08-17,135,225
620,4727,2023-08-17,68,339
621,1753,2023-08-17,68,340
622,48766,2023-08-17,68,218
623,49006,2023-08-17,68,224
624,15701,2023-08-17,68,220
625,35118,2023-08-17,68,229
626,50343,2023-08-17,68,216
627,8763,2023-08-17,68,294
628,115384,2023-08-17,68,228
629,21754,2023-08-17,68,313
630,26522,2023-08-17,68,213
631,15604,2023-08-17,68,215
632,29910,2023-08-17,68,336
633,12608,2023-08-17,68,233
634,34123,2023-08-17,68,227
635,27363,2023-08-17,68,264
636,21178,2023-08-17,68,222
637,24041,2023-08-17,68,338
638,38770,2023-08-17,68,337
639,18696,2023-08-17,68,217
640,10327,2023-08-17,68,347
641,4642,2023-08-17,68,346
642,23436,2023-08-17,68,211
643,25000,2023-08-17,68,225
644,300,2023-08-17,68,230
645,7465,2023-08-17,20,339
646,7490,2023-08-17,20,340
647,34188,2023-08-17,20,218
648,57565,2023-08-17,20,224
649,51097,2023-08-17,20,229
650,62535,2023-08-17,20,228
651,154662,2023-08-17,20,215
652,59632,2023-08-17,20,233
653,166100,2023-08-17,20,221
654,35240,2023-08-17,20,227
655,15998,2023-08-17,20,222
656,36082,2023-08-17,20,337
657,12000,2023-08-17,20,346
658,65254,2023-08-17,20,232
659,40922,2023-08-17,20,225
660,74994,2023-08-17,20,230
661,230,2023-08-17,190,339
662,361,2023-08-17,190,304
663,330,2023-08-17,190,224
664,372,2023-08-17,190,229
665,235,2023-08-17,190,296
666,513,2023-08-17,190,336
667,1377,2023-08-17,190,221
668,4,2023-08-17,190,212
669,1427,2023-08-17,83,339
670,1328,2023-08-17,83,218
671,7994,2023-08-17,83,224
672,8050,2023-08-17,83,229
673,5235,2023-08-17,83,313
674,2300,2023-08-17,83,213
675,5217,2023-08-17,83,336
676,6213,2023-08-17,83,233
677,15565,2023-08-17,83,221
678,3167,2023-08-17,83,211
679,2152,2023-08-17,83,225
680,11715,2023-08-17,16,339
681,8514,2023-08-17,16,340
682,35855,2023-08-17,16,218
683,195942,2023-08-17,16,224
684,23506,2023-08-17,16,220
685,211266,2023-08-17,16,229
686,10000,2023-08-17,16,216
687,15000,2023-08-17,16,294
688,230126,2023-08-17,16,228
689,52960,2023-08-17,16,226
690,35997,2023-08-17,16,223
691,97311,2023-08-17,16,213
692,90360,2023-08-17,16,233
693,175275,2023-08-17,16,221
694,63697,2023-08-17,16,214
695,97381,2023-08-17,16,227
696,87275,2023-08-17,16,264
697,96263,2023-08-17,16,222
698,25753,2023-08-17,16,217
699,51847,2023-08-17,16,232
700,56984,2023-08-17,16,211
701,114033,2023-08-17,16,225
702,161208,2023-08-17,16,230
703,78271,2023-08-17,16,219
704,205774,2023-08-17,16,212
705,5365,2023-08-17,60,339
706,8450,2023-08-17,60,340
707,25810,2023-08-17,60,218
708,36322,2023-08-17,60,224
709,39475,2023-08-17,60,229
710,14776,2023-08-17,60,294
711,16946,2023-08-17,60,228
712,19836,2023-08-17,60,226
713,24426,2023-08-17,60,213
714,20112,2023-08-17,60,214
715,21681,2023-08-17,60,227
716,25984,2023-08-17,60,264
717,15470,2023-08-17,60,222
718,34367,2023-08-17,60,337
719,38329,2023-08-17,60,217
720,17847,2023-08-17,60,232
721,6708,2023-08-17,60,211
722,20631,2023-08-17,60,230
723,39851,2023-08-17,60,212
724,29174,2023-08-17,9,339
725,39419,2023-08-17,9,218
726,29286,2023-08-17,9,304
727,53090,2023-08-17,9,220
728,4800,2023-08-17,9,229
729,36000,2023-08-17,9,294
730,93686,2023-08-17,9,228
731,38083,2023-08-17,9,226
732,29000,2023-08-17,9,223
733,59501,2023-08-17,9,213
734,132441,2023-08-17,9,336
735,101464,2023-08-17,9,233
736,282104,2023-08-17,9,221
737,84627,2023-08-17,9,214
738,44511,2023-08-17,9,227
739,63000,2023-08-17,9,264
740,37320,2023-08-17,9,222
741,44674,2023-08-17,9,217
742,4820,2023-08-17,9,346
743,39803,2023-08-17,9,232
744,50017,2023-08-17,9,211
745,10000,2023-08-17,9,225
746,64155,2023-08-17,9,230
747,158650,2023-08-17,9,212
748,4980,2023-08-17,123,339
749,7900,2023-08-17,123,340
750,29300,2023-08-17,123,304
751,10516,2023-08-17,123,224
752,9000,2023-08-17,123,229
753,4000,2023-08-17,123,294
754,12000,2023-08-17,123,313
755,23974,2023-08-17,123,215
756,14537,2023-08-17,123,296
757,87322,2023-08-17,123,336
758,35294,2023-08-17,123,221
759,22754,2023-08-17,123,214
760,17958,2023-08-17,123,264
761,27380,2023-08-17,123,337
762,1700,2023-08-17,123,347
763,9000,2023-08-17,123,346
764,8239,2023-08-17,123,225
765,44547,2023-08-17,123,230
766,37951,2023-08-17,123,219
767,5952,2023-08-17,287,339
768,2400,2023-08-17,287,340
769,9577,2023-08-17,287,218
770,13382,2023-08-17,287,220
771,42958,2023-08-17,287,216
772,27307,2023-08-17,287,228
773,25953,2023-08-17,287,226
774,38110,2023-08-17,287,223
775,43267,2023-08-17,287,215
776,59689,2023-08-17,287,296
777,78947,2023-08-17,287,336
778,13944,2023-08-17,287,233
779,63812,2023-08-17,287,221
780,51055,2023-08-17,287,214
781,12000,2023-08-17,287,227
782,4000,2023-08-17,287,222
783,4000,2023-08-17,287,217
784,54513,2023-08-17,287,232
785,5000,2023-08-17,287,211
786,44541,2023-08-17,287,225
787,9970,2023-08-17,287,230
788,30711,2023-08-17,287,219
789,15653,2023-08-17,114,339
790,4991,2023-08-17,114,340
791,13236,2023-08-17,114,218
792,31598,2023-08-17,114,304
793,35490,2023-08-17,114,224
794,36944,2023-08-17,114,229
795,5000,2023-08-17,114,216
796,17000,2023-08-17,114,294
797,26738,2023-08-17,114,312
798,18734,2023-08-17,114,226
799,12967,2023-08-17,114,223
800,32401,2023-08-17,114,214
801,20358,2023-08-17,114,227
802,51571,2023-08-17,114,264
803,17162,2023-08-17,114,222
804,23901,2023-08-17,114,337
805,17592,2023-08-17,114,217
806,14399,2023-08-17,114,347
807,15000,2023-08-17,114,346
808,25578,2023-08-17,114,211
809,7502,2023-08-17,114,225
810,15993,2023-08-17,114,230
811,4110,2023-08-17,114,219
812,10896,2023-08-17,61,339
813,32074,2023-08-17,61,218
814,6991,2023-08-17,61,304
815,18859,2023-08-17,61,224
816,22509,2023-08-17,61,220
817,18096,2023-08-17,61,333
818,33142,2023-08-17,61,229
819,42191,2023-08-17,61,216
820,40330,2023-08-17,61,228
821,32860,2023-08-17,61,226
822,24637,2023-08-17,61,313
823,38396,2023-08-17,61,213
824,38774,2023-08-17,61,336
825,9701,2023-08-17,61,233
826,32910,2023-08-17,61,221
827,12693,2023-08-17,61,227
828,17966,2023-08-17,61,264
829,25914,2023-08-17,61,222
830,36897,2023-08-17,61,337
831,26158,2023-08-17,61,217
832,29524,2023-08-17,61,347
833,3000,2023-08-17,61,232
834,12919,2023-08-17,61,211
835,7100,2023-08-17,61,225
836,25325,2023-08-17,61,230
837,38698,2023-08-17,61,212
838,4852,2023-08-17,37,339
839,19898,2023-08-17,37,340
840,26634,2023-08-17,37,227
841,5000,2023-08-17,37,222
842,8393,2023-08-17,37,230
843,62124,2023-08-17,37,212
844,2698,2023-08-17,34,339
845,9500,2023-08-17,34,340
846,13554,2023-08-17,34,224
847,13246,2023-08-17,34,229
848,1500,2023-08-17,34,216
849,5716,2023-08-17,34,228
850,56978,2023-08-17,34,215
851,18656,2023-08-17,34,221
852,5000,2023-08-17,34,222
853,4026,2023-08-17,34,232
854,9271,2023-08-17,34,225
855,41909,2023-08-17,34,212
856,2,2023-08-17,182,339
857,7215,2023-08-17,182,220
858,2920,2023-08-17,182,333
859,3743,2023-08-17,182,294
860,12340,2023-08-17,182,228
861,7074,2023-08-17,182,214
862,5234,2023-08-17,182,264
863,720,2023-08-17,182,338
864,7000,2023-08-17,182,337
865,2000,2023-08-17,182,217
866,1843,2023-08-17,182,347
867,625,2023-08-17,182,346
868,16460,2023-08-17,182,211
869,15352,2023-08-17,182,225
870,4060,2023-08-17,182,230
